Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE481,    18.6319,   -41.50,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    15.9665,  -131.74,    18.6319,   138.50,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    15.9665,    48.26
Line.LINE482, 2.44043E-011,  -153.43, 9.79556E-012,    21.80, 1.46652E-011,   -82.87,          0,     0.00, 2.44043E-011,  -116.57, 2.44043E-011,    26.57, 9.79556E-012,  -158.20, 1.46652E-011,    97.13,          0,     0.00, 2.44043E-011,    63.43
Line.LINE483,    18.6203,   -41.53, 2.21091E-010,  -128.40, 3.54528E-010,    95.52,          0,     0.00,    18.6203,   -41.53,    18.6203,   138.47, 2.21091E-010,    51.60, 3.54528E-010,   -84.48,          0,     0.00,    18.6203,   138.47
Line.LINE484,    9.29206,   -41.56, 1.13771E-010,    65.69, 1.45519E-010,   126.87,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.13771E-010,  -114.31, 1.45519E-010,   -53.13,          0,     0.00,    9.29206,   138.44
Line.LINE485, 1.52691E-009,   152.08, 9.14495E-011,    77.07,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.52691E-009,   -27.92, 9.14495E-011,  -102.93,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE486,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE487, 3.96496E-009,    86.63, 6.16122E-009,    22.20, 6.66725E-009,  -102.09,          0,     0.00, 4.54616E-009,    -2.94, 3.96496E-009,   -93.37, 6.16122E-009,  -157.80, 6.66725E-009,    77.91,          0,     0.00, 4.54616E-009,   177.06
Line.LINE488, 2.74962E-010,   177.35, 5.55983E-011,   176.25, 7.02271E-010,   -95.95,          0,     0.00, 7.92226E-010,  -120.57, 2.74962E-010,    -2.65, 5.55983E-011,    -3.75, 7.02271E-010,    84.05,          0,     0.00, 7.92226E-010,    59.43
Line.LINE489,    18.6319,   -41.50,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    15.9665,  -131.74,    18.6319,   138.50,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    15.9665,    48.26
Line.LINE490, 1.18234E-011,   -67.38, 8.95748E-012,    23.96, 7.27596E-012,    90.00,          0,     0.00, 1.27329E-011,     0.00, 1.18234E-011,   112.62, 8.95748E-012,  -156.04, 7.27596E-012,   -90.00,          0,     0.00, 1.27329E-011,   180.00
Line.LINE491,    9.30987,   -41.53, 2.87576E-010,  -132.53, 2.93777E-010,    97.83,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 2.87576E-010,    47.47, 2.93777E-010,   -82.17,          0,     0.00,    9.30987,   138.47
Line.LINE492,    9.31038,   -41.53, 1.65622E-011,    12.69, 1.46652E-011,   -97.13,          0,     0.00,    9.31038,   -41.53,    9.31038,   138.47, 1.65622E-011,  -167.31, 1.46652E-011,    82.87,          0,     0.00,    9.31038,   138.47
Line.LINE493,    9.29206,   -41.56, 1.90328E-010,    83.69, 5.8498E-010,    95.71,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.90328E-010,   -96.31, 5.8498E-010,   -84.29,          0,     0.00,    9.29206,   138.44
Line.LINE494, 1.93833E-009,   150.67, 5.69448E-010,    26.16,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.93833E-009,   -29.33, 5.69448E-010,  -153.84,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE495,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE496, 1.67997E-009,   104.04, 6.6124E-009,    27.24, 5.82077E-009,  -106.26,          0,     0.00, 3.95298E-009,   -13.63, 1.67997E-009,   -75.96, 6.6124E-009,  -152.76, 5.82077E-009,    73.74,          0,     0.00, 3.95298E-009,   166.37
Line.LINE497, 8.2784E-011,   125.61, 1.47854E-010,  -164.30, 2.34643E-010,   -97.13,          0,     0.00, 3.00819E-010,  -136.90, 8.2784E-011,   -54.39, 1.47854E-010,    15.70, 2.34643E-010,    82.87,          0,     0.00, 3.00819E-010,    43.10
Line.LINE498,    18.6319,   -41.50,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    15.9665,  -131.74,    18.6319,   138.50,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    15.9665,    48.26
Line.LINE499, 8.13477E-012,    26.57, 7.33258E-012,   150.26, 1.49998E-011,   104.04,          0,     0.00, 2.19977E-011,    97.13, 8.13477E-012,  -153.43, 7.33258E-012,   -29.74, 1.49998E-011,   -75.96,          0,     0.00, 2.19977E-011,   -82.87
Line.LINE500,    9.30987,   -41.53, 2.13737E-010,  -156.95, 3.51964E-010,    97.13,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 2.13737E-010,    23.05, 3.51964E-010,   -82.87,          0,     0.00,    9.30987,   138.47
Line.LINE501,    9.31038,   -41.53, 9.14212E-012,   -17.36, 1.45519E-011,    90.00,          0,     0.00,    9.31038,   -41.53,    9.31038,   138.47, 9.14212E-012,   162.64, 1.45519E-011,   -90.00,          0,     0.00,    9.31038,   138.47
Line.LINE502,    9.29206,   -41.56, 3.24804E-010,    33.48, 8.74599E-010,    93.34,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 3.24804E-010,  -146.52, 8.74599E-010,   -86.66,          0,     0.00,    9.29206,   138.44
Line.LINE503, 1.07139E-009,   152.93, 6.1466E-010,    65.71,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 1.07139E-009,   -27.07, 6.1466E-010,  -114.29,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE504,    64.9697,   -41.62,    73.8997,  -162.22,    45.3764,    78.23,          0,     0.00,    24.7142,  -120.50,    64.9697,   138.38,    73.8997,    17.78,    45.3764,  -101.77,          0,     0.00,    24.7142,    59.50
Line.LINE505, 1.40183E-009,    85.24, 8.43991E-009,    24.44, 6.7199E-009,  -104.04,          0,     0.00, 6.38164E-009,   -14.80, 1.40183E-009,   -94.76, 8.43991E-009,  -155.56, 6.7199E-009,    75.96,          0,     0.00, 6.38164E-009,   165.20
Line.LINE506, 9.94484E-011,    63.67, 1.34389E-010,   -81.14,          0,     0.00,          0,     0.00, 7.81349E-011,   -33.97, 9.94484E-011,  -116.33, 1.34389E-010,    98.86,          0,     0.00,          0,     0.00, 7.81349E-011,   146.03
Line.LINE507,    18.6319,   -41.50,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    15.9665,  -131.74,    18.6319,   138.50,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    15.9665,    48.26
Line.LINE508, 1.85537E-010,     0.00, 4.94819E-011,    36.03, 7.27596E-011,  -126.87,          0,     0.00, 1.84213E-010,    -9.09, 1.85537E-010,   180.00, 4.94819E-011,  -143.97, 7.27596E-011,    53.13,          0,     0.00, 1.84213E-010,   170.91
Line.LINE509,    9.30987,   -41.53, 1.71651E-010,  -102.86, 4.67703E-010,    95.36,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 1.71651E-010,    77.14, 4.67703E-010,   -84.64,          0,     0.00,    9.30987,   138.47
Line.LINE510,    9.29206,   -41.56, 4.77927E-010,    26.20, 9.32714E-010,    93.13,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 4.77927E-010,  -153.80, 9.32714E-010,   -86.87,          0,     0.00,    9.29206,   138.44
Line.LINE511, 4.77741E-010,   107.85, 1.17297E-010,    33.94,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 4.77741E-010,   -72.15, 1.17297E-010,  -146.06,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE512, 3.67578E-012,    28.65,    9.19386,  -162.19, 1.36424E-012,     0.00,          0,     0.00,    9.19386,  -162.19, 3.67578E-012,  -151.35,    9.19386,    17.81, 1.36424E-012,   180.00,          0,     0.00,    9.19386,    17.81
Line.LINE513,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE514, 1.8951E-009,    79.38, 4.69862E-009,    48.01, 7.87849E-009,  -108.97,          0,     0.00, 2.29312E-009,   -66.04, 1.8951E-009,  -100.62, 4.69862E-009,  -131.99, 7.87849E-009,    71.03,          0,     0.00, 2.29312E-009,   113.96
Line.LINE515, 7.65334E-010,   173.45,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 7.65334E-010,    -6.55,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE516, 5.63887E-011,     0.00, 1.7915E-011,  -156.04, 7.27596E-012,   180.00,          0,     0.00, 3.35405E-011,   -12.53, 5.63887E-011,   180.00, 1.7915E-011,    23.96, 7.27596E-012,     0.00,          0,     0.00, 3.35405E-011,   167.47
Line.LINE517,    18.6319,   -41.50, 5.10872E-010,  -155.81, 7.66738E-010,    85.13,          0,     0.00,    18.6319,   -41.50,    18.6319,   138.50, 5.10872E-010,    24.19, 7.66738E-010,   -94.87,          0,     0.00,    18.6319,   138.50
Line.LINE518,    9.30987,   -41.53, 2.1248E-010,   -83.24, 1.45519E-011,   180.00,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 2.1248E-010,    96.76, 1.45519E-011,     0.00,          0,     0.00,    9.30987,   138.47
Line.LINE519,    9.29206,   -41.56, 9.09506E-011,    61.64, 6.98643E-010,    91.19,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 9.09506E-011,  -118.36, 6.98643E-010,   -88.81,          0,     0.00,    9.29206,   138.44
Line.LINE520, 2.67639E-010,   -63.78, 3.78561E-010,    -4.41,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 2.67639E-010,   116.22, 3.78561E-010,   175.59,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE521, 6.21546E-012,  -129.81,    9.19386,  -162.19,          0,     0.00,          0,     0.00,    9.19386,  -162.19, 6.21546E-012,    50.19,    9.19386,    17.81,          0,     0.00,          0,     0.00,    9.19386,    17.81
Line.LINE522,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE523, 2.83251E-009,    99.46, 6.98589E-009,    23.57, 9.86719E-009,  -109.29,          0,     0.00, 4.58771E-009,   -54.29, 2.83251E-009,   -80.54, 6.98589E-009,  -156.43, 9.86719E-009,    70.71,          0,     0.00, 4.58771E-009,   125.71
Line.LINE524, 6.91828E-010,   177.59,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 6.91828E-010,    -2.41,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE525, 3.91822E-011,  -158.20, 3.58299E-011,   156.04, 3.63798E-011,   180.00,          0,     0.00, 1.05501E-010,   180.00, 3.91822E-011,    21.80, 3.58299E-011,   -23.96, 3.63798E-011,     0.00,          0,     0.00, 1.05501E-010,     0.00
Line.LINE526,    18.6319,   -41.50, 5.4007E-010,  -155.98, 7.59528E-010,    85.05,          0,     0.00,    18.6319,   -41.50,    18.6319,   138.50, 5.4007E-010,    24.02, 7.59528E-010,   -94.95,          0,     0.00,    18.6319,   138.50
Line.LINE527,    9.30987,   -41.53, 1.96754E-010,   -19.44, 4.65661E-010,    90.00,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 1.96754E-010,   160.56, 4.65661E-010,   -90.00,          0,     0.00,    9.30987,   138.47
Line.LINE528,    9.29206,   -41.56, 4.67524E-010,    37.65, 9.31436E-010,    90.90,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 4.67524E-010,  -142.35, 9.31436E-010,   -89.10,          0,     0.00,    9.29206,   138.44
Line.LINE529, 3.39572E-011,     7.70, 7.30376E-011,    85.00,    18.1148,    78.27,          0,     0.00,    18.1148,    78.27, 3.39572E-011,  -172.30, 7.30376E-011,   -95.00,    18.1148,  -101.73,          0,     0.00,    18.1148,  -101.73
Line.LINE530,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE531, 1.67897E-009,  -123.69, 2.33992E-009,    84.29, 7.95722E-009,  -110.56,          0,     0.00, 7.39581E-009,  -118.18, 1.67897E-009,    56.31, 2.33992E-009,   -95.71, 7.95722E-009,    69.44,          0,     0.00, 7.39581E-009,    61.82
Line.LINE532, 7.51152E-010,   176.11,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 7.51152E-010,    -3.89,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE533, 5.84629E-011,   -84.64, 3.93508E-011,   146.31, 3.10829E-011,  -110.56,          0,     0.00, 7.58106E-011,  -120.26, 5.84629E-011,    95.36, 3.93508E-011,   -33.69, 3.10829E-011,    69.44,          0,     0.00, 7.58106E-011,    59.74
Line.LINE534,    18.6319,   -41.50, 5.401E-010,  -154.92, 7.88603E-010,    85.17,          0,     0.00,    18.6319,   -41.50,    18.6319,   138.50, 5.401E-010,    25.08, 7.88603E-010,   -94.83,          0,     0.00,    18.6319,   138.50
Line.LINE535,    9.30987,   -41.53, 4.63182E-010,  -175.95, 4.36557E-011,     0.00,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 4.63182E-010,     4.05, 4.36557E-011,   180.00,          0,     0.00,    9.30987,   138.47
Line.LINE536,    9.29206,   -41.56, 1.86706E-010,    43.77, 2.35656E-010,    98.88,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.86706E-010,  -136.23, 2.35656E-010,   -81.12,          0,     0.00,    9.29206,   138.44
Line.LINE537, 2.30905E-011,   -25.05, 3.04006E-012,   131.59,    9.05827,    78.27,          0,     0.00,    9.05827,    78.27, 2.30905E-011,   154.95, 3.04006E-012,   -48.41,    9.05827,  -101.73,          0,     0.00,    9.05827,  -101.73
Line.LINE538, 3.86577E-012,   160.23, 4.55067E-012,  -131.46,    9.05649,    78.27,          0,     0.00,    9.05649,    78.27, 3.86577E-012,   -19.77, 4.55067E-012,    48.54,    9.05649,  -101.73,          0,     0.00,    9.05649,  -101.73
Line.LINE539,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE540, 2.1371E-009,   119.36, 7.17254E-009,    35.75, 7.50856E-009,   -97.13,          0,     0.00, 4.08782E-009,   -19.98, 2.1371E-009,   -60.64, 7.17254E-009,  -144.25, 7.50856E-009,    82.87,          0,     0.00, 4.08782E-009,   160.02
Line.LINE541, 7.11148E-010,   172.95,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 7.11148E-010,    -7.05,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE542, 4.49993E-011,    75.96, 6.43624E-011,   137.29, 2.18279E-011,   180.00,          0,     0.00, 1.04935E-010,   123.69, 4.49993E-011,  -104.04, 6.43624E-011,   -42.71, 2.18279E-011,     0.00,          0,     0.00, 1.04935E-010,   -56.31
Line.LINE543,    18.6319,   -41.50, 4.69529E-010,  -154.90, 7.00913E-010,    85.24,          0,     0.00,    18.6319,   -41.50,    18.6319,   138.50, 4.69529E-010,    25.10, 7.00913E-010,   -94.76,          0,     0.00,    18.6319,   138.50
Line.LINE544,    9.30987,   -41.53, 2.52077E-010,  -150.61, 7.27596E-012,     0.00,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 2.52077E-010,    29.39, 7.27596E-012,   180.00,          0,     0.00,    9.30987,   138.47
Line.LINE545,    9.29206,   -41.56, 2.01184E-010,    43.27, 2.8657E-010,    98.03,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 2.01184E-010,  -136.73, 2.8657E-010,   -81.97,          0,     0.00,    9.29206,   138.44
Line.LINE546, 1.48476E-011,    36.67, 6.39034E-012,   161.32,    9.05827,    78.27,          0,     0.00,    9.05827,    78.27, 1.48476E-011,  -143.33, 6.39034E-012,   -18.68,    9.05827,  -101.73,          0,     0.00,    9.05827,  -101.73
Line.LINE547,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE548, 4.20548E-009,   138.37, 7.72651E-009,    30.82, 7.73965E-009,  -105.71,          0,     0.00, 1.56188E-009,   -26.57, 4.20548E-009,   -41.63, 7.72651E-009,  -149.18, 7.73965E-009,    74.29,          0,     0.00, 1.56188E-009,   153.43
Line.LINE549, 6.28629E-010,   178.67,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 6.28629E-010,    -1.33,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE550, 1.06454E-011,   -19.98, 2.72848E-012,   180.00, 3.33922E-011,   119.36,          0,     0.00, 2.70412E-011,   109.65, 1.06454E-011,   160.02, 2.72848E-012,     0.00, 3.33922E-011,   -60.64,          0,     0.00, 2.70412E-011,   -70.35
Line.LINE551,    9.31586,   -41.50, 4.11025E-010,  -164.86, 8.17534E-010,    85.41,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 4.11025E-010,    15.14, 8.17534E-010,   -94.59,          0,     0.00,    9.31586,   138.50
Line.LINE552,    9.31599,   -41.50, 4.97315E-012,  -110.40, 1.46652E-011,    82.87,          0,     0.00,    9.31599,   -41.50,    9.31599,   138.50, 4.97315E-012,    69.60, 1.46652E-011,   -97.13,          0,     0.00,    9.31599,   138.50
Line.LINE553,    9.30987,   -41.53, 5.90686E-011,  -132.35, 5.82077E-011,   -90.00,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 5.90686E-011,    47.65, 5.82077E-011,    90.00,          0,     0.00,    9.30987,   138.47
Line.LINE554,    9.29206,   -41.56, 3.5959E-010,    25.79, 5.82804E-010,    92.86,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 3.5959E-010,  -154.21, 5.82804E-010,   -87.14,          0,     0.00,    9.29206,   138.44
Line.LINE555, 1.08517E-011,    13.02, 7.02392E-012,   -18.40,    9.05827,    78.27,          0,     0.00,    9.05827,    78.27, 1.08517E-011,  -166.98, 7.02392E-012,   161.60,    9.05827,  -101.73,          0,     0.00,    9.05827,  -101.73
Line.LINE556,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE557, 2.26038E-009,   168.11, 4.69285E-009,    43.99, 3.83994E-009,  -104.04,          0,     0.00, 2.32831E-010,     0.00, 2.26038E-009,   -11.89, 4.69285E-009,  -136.01, 3.83994E-009,    75.96,          0,     0.00, 2.32831E-010,   180.00
Line.LINE558, 6.89742E-010,  -178.19,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    24.5881,   178.99, 6.89742E-010,     1.81,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    24.5881,    -1.01
Line.LINE559, 3.67868E-011,   -98.53, 1.81899E-012,     0.00, 3.25391E-011,   -63.43,          0,     0.00, 6.63869E-011,   -80.54, 3.67868E-011,    81.47, 1.81899E-012,   180.00, 3.25391E-011,   116.57,          0,     0.00, 6.63869E-011,    99.46
Line.LINE560,    9.31586,   -41.50, 1.51077E-010,  -168.89, 9.3314E-010,    86.42,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 1.51077E-010,    11.11, 9.3314E-010,   -93.58,          0,     0.00,    9.31586,   138.50
Line.LINE561,    9.31599,   -41.50, 1.32266E-011,   -20.11, 1.45519E-011,   -90.00,          0,     0.00,    9.31599,   -41.50,    9.31599,   138.50, 1.32266E-011,   159.89, 1.45519E-011,    90.00,          0,     0.00,    9.31599,   138.50
Line.LINE562,    9.30987,   -41.53, 1.52532E-011,  -168.83, 7.49989E-012,    75.96,          0,     0.00,    9.30987,   -41.53,    9.30987,   138.47, 1.52532E-011,    11.17, 7.49989E-012,  -104.04,          0,     0.00,    9.30987,   138.47
Line.LINE563,    9.29206,   -41.56, 3.63288E-010,    32.74, 6.99855E-010,    93.58,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 3.63288E-010,  -147.26, 6.99855E-010,   -86.42,          0,     0.00,    9.29206,   138.44
Line.LINE564,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE565, 1.19998E-009,  -157.17, 8.73115E-010,   -53.13, 2.83251E-009,    99.46,          0,     0.00, 1.93754E-009,   122.74, 1.19998E-009,    22.83, 8.73115E-010,   126.87, 2.83251E-009,   -80.54,          0,     0.00, 1.93754E-009,   -57.26
Line.LINE566, 5.86606E-011,   -82.87,    9.23879,  -162.35,    9.02706,    78.30,          0,     0.00,    9.22329,   139.11, 5.86606E-011,    97.13,    9.23879,    17.65,    9.02706,  -101.70,          0,     0.00,    9.22329,   -40.89
Line.LINE567, 9.20344E-011,    18.43, 2.48663E-010,  -159.44, 1.16415E-010,   -90.00,          0,     0.00, 2.27308E-010,  -129.81, 9.20344E-011,  -161.57, 2.48663E-010,    20.56, 1.16415E-010,    90.00,          0,     0.00, 2.27308E-010,    50.19
Line.LINE568, 7.42875E-010,   165.88,    18.4817,  -162.35, 4.74817E-010,   -69.19,          0,     0.00,    18.4817,  -162.35, 7.42875E-010,   -14.12,    18.4817,    17.65, 4.74817E-010,   110.81,          0,     0.00,    18.4817,    17.65
Line.LINE569,    9.31586,   -41.50, 1.0903E-009,  -160.71, 2.48663E-010,    69.44,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 1.0903E-009,    19.29, 2.48663E-010,  -110.56,          0,     0.00,    9.31586,   138.50
Line.LINE570,    9.29206,   -41.56, 1.6165E-010,   128.03, 2.91038E-011,     0.00,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 1.6165E-010,   -51.97, 2.91038E-011,   180.00,          0,     0.00,    9.29206,   138.44
Line.LINE571,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE572, 4.87869E-010,   107.35,    9.23879,  -162.35,    9.02706,    78.30,          0,     0.00,    9.22329,   139.11, 4.87869E-010,   -72.65,    9.23879,    17.65,    9.02706,  -101.70,          0,     0.00,    9.22329,   -40.89
Line.LINE573, 4.23758E-010,   -15.95, 3.29272E-010,   135.00, 9.59985E-010,   104.04,          0,     0.00, 1.04935E-009,    93.18, 4.23758E-010,   164.05, 3.29272E-010,   -45.00, 9.59985E-010,   -75.96,          0,     0.00, 1.04935E-009,   -86.82
Line.LINE574, 8.14541E-010,   167.03,    18.4817,  -162.35, 4.40481E-010,   -67.67,          0,     0.00,    18.4817,  -162.35, 8.14541E-010,   -12.97,    18.4817,    17.65, 4.40481E-010,   112.33,          0,     0.00,    18.4817,    17.65
Line.LINE575,    9.31586,   -41.50, 6.91276E-011,   122.64, 4.79993E-010,    75.96,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 6.91276E-011,   -57.36, 4.79993E-010,  -104.04,          0,     0.00,    9.31586,   138.50
Line.LINE576,    9.29206,   -41.56, 2.54106E-010,    18.79, 1.45519E-011,   180.00,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 2.54106E-010,  -161.21, 1.45519E-011,     0.00,          0,     0.00,    9.29206,   138.44
Line.LINE577,    64.9697,   -41.62,    64.7058,  -162.23,    45.3764,    78.23,          0,     0.00,    18.8667,  -101.59,    64.9697,   138.38,    64.7058,    17.77,    45.3764,  -101.77,          0,     0.00,    18.8667,    78.41
Line.LINE578, 7.31734E-011,   -57.69,    9.23879,  -162.35,    9.02706,    78.30,          0,     0.00,    9.22329,   139.11, 7.31734E-011,   122.31,    9.23879,    17.65,    9.02706,  -101.70,          0,     0.00,    9.22329,   -40.89
Line.LINE579, 1.36424E-011,  -126.87, 2.18468E-011,    92.39, 3.63798E-012,   180.00,          0,     0.00, 1.67703E-011,   139.40, 1.36424E-011,    53.13, 2.18468E-011,   -87.61, 3.63798E-012,     0.00,          0,     0.00, 1.67703E-011,   -40.60
Line.LINE580, 1.77032E-010,    99.46, 4.03694E-009,  -151.59, 2.79639E-009,    87.61,          0,     0.00, 3.61837E-009,   163.17, 1.77032E-010,   -80.54, 4.03694E-009,    28.41, 2.79639E-009,   -92.39,          0,     0.00, 3.61837E-009,   -16.83
Line.LINE581, 7.31911E-010,   170.85,    18.4817,  -162.35, 1.97927E-010,   -36.03,          0,     0.00,    18.4817,  -162.35, 7.31911E-010,    -9.15,    18.4817,    17.65, 1.97927E-010,   143.97,          0,     0.00,    18.4817,    17.65
Line.LINE582,    9.31586,   -41.50, 4.84852E-010,  -165.66, 7.03928E-010,    82.87,          0,     0.00,    9.31586,   -41.50,    9.31586,   138.50, 4.84852E-010,    14.34, 7.03928E-010,   -97.13,          0,     0.00,    9.31586,   138.50
Line.LINE583,    9.29206,   -41.56, 3.48413E-010,    -2.39, 3.50457E-010,   -94.76,          0,     0.00,    9.29206,   -41.56,    9.29206,   138.44, 3.48413E-010,   177.61, 3.50457E-010,    85.24,          0,     0.00,    9.29206,   138.44
Line.LINE584, 5.0587E-010,   -19.82,    9.19875,  -162.19, 6.25241E-010,   -98.45,          0,     0.00,    9.19875,  -162.19, 5.0587E-010,   160.18,    9.19875,    17.81, 6.25241E-010,    81.55,          0,     0.00,    9.19875,    17.81
Line.LINE585,    64.9697,   -41.62,    55.5071,  -162.23,    45.3764,    78.23,          0,     0.00,    16.4371,   -72.41,    64.9697,   138.38,    55.5071,    17.77,    45.3764,  -101.77,          0,     0.00,    16.4371,   107.59
Line.LINE586, 5.05404E-011,   -59.74,    9.23879,  -162.35,    9.02706,    78.30,          0,     0.00,    9.22329,   139.11, 5.05404E-011,   120.26,    9.23879,    17.65,    9.02706,  -101.70,          0,     0.00,    9.22329,   -40.89
Line.LINE587, 2.36469E-011,   180.00, 2.2129E-011,   -99.46, 2.91038E-011,    90.00,          0,     0.00, 2.82383E-011,   165.07, 2.36469E-011,     0.00, 2.2129E-011,    80.54, 2.91038E-011,   -90.00,          0,     0.00, 2.82383E-011,   -14.93
Line.LINE588, 1.37282E-009,   122.01, 3.6467E-009,  -155.48, 3.2726E-009,    95.10,          0,     0.00, 5.22258E-009,   146.13, 1.37282E-009,   -57.99, 3.6467E-009,    24.52, 3.2726E-009,   -84.90,          0,     0.00, 5.22258E-009,   -33.87
